CO_ENTIDADE;ANO;total_medalhas_na_edicao;medalhas_nivel_1;medalhas_nivel_2;medalhas_nivel_3;escola;uf;municipio;pontuacao_ponderada_total_2010_2023;total_medalhas_simples_2010_2023;IN_SALA_LEITURA;IN_VINCULO_OUTRO_ORGAO;TP_DEPENDENCIA;IN_BANHEIRO_PNE;IN_BIBLIOTECA;IN_ORGAO_GREMIO_ESTUDANTIL;IN_VINCULO_SEGURANCA_PUBLICA;QT_MAT_FUND_AF;IN_QUADRA_ESPORTES_COBERTA;IN_ENERGIA_REDE_PUBLICA;IN_ALIMENTACAO;QT_TUR_BAS;IN_EXAME_SELECAO;IN_LABORATORIO_CIENCIAS;QT_DOC_FUND_AF;IN_AGUA_POTAVEL;IN_BANDA_LARGA;NO_MUNICIPIO;QT_DOC_BAS;IN_LABORATORIO_INFORMATICA;IN_INTERNET;IN_ORGAO_CONSELHO_ESCOLAR;TP_LOCALIZACAO;IN_VINCULO_SECRETARIA_EDUCACAO;QT_COMP_ALUNO;TP_SITUACAO_FUNCIONAMENTO;QT_MAT_MED;IN_ESGOTO_REDE_PUBLICA;IN_VINCULO_SECRETARIA_SAUDE;SG_UF;QT_MAT_BAS;QT_TUR_FUND_AF;QT_DOC_MED;CO_MUNICIPIO;IN_ACESSIBILIDADE_RAMPAS;QT_TUR_MED
53001354;2010;79.0;32.0;23.0;24.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1502.0;0.0;1.0;1.0;94.0;0.0;1.0;112.0;0.0;0.0;Brasília;200.0;1.0;1.0;0.0;1.0;0.0;32.0;1.0;1542.0;1.0;0.0;DF;3044.0;48.0;100.0;5300108.0;0.0;46.0
53001354;2011;97.0;34.0;35.0;28.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1393.0;1.0;1.0;1.0;92.0;0.0;1.0;114.0;0.0;0.0;Brasília;227.0;1.0;1.0;0.0;1.0;0.0;32.0;1.0;1468.0;1.0;0.0;DF;2861.0;45.0;130.0;5300108.0;0.0;47.0
53001354;2012;97.0;36.0;34.0;27.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1401.0;1.0;1.0;1.0;87.0;0.0;1.0;110.0;0.0;1.0;Brasília;227.0;1.0;1.0;0.0;1.0;0.0;31.0;1.0;1552.0;1.0;0.0;DF;2953.0;42.0;131.0;5300108.0;0.0;45.0
53001354;2013;74.0;22.0;27.0;25.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1205.0;1.0;1.0;1.0;87.0;0.0;1.0;106.0;0.0;1.0;Brasília;228.0;1.0;1.0;0.0;1.0;0.0;31.0;1.0;1565.0;1.0;0.0;DF;2770.0;41.0;125.0;5300108.0;0.0;46.0
53001354;2014;100.0;39.0;38.0;23.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1147.0;1.0;1.0;1.0;89.0;0.0;1.0;104.0;0.0;1.0;Brasília;218.0;1.0;1.0;0.0;1.0;0.0;31.0;1.0;1404.0;1.0;0.0;DF;2551.0;40.0;130.0;5300108.0;0.0;49.0
53001354;2015;60.0;21.0;28.0;11.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1148.0;1.0;1.0;1.0;85.0;0.0;1.0;103.0;0.0;1.0;Brasília;213.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;980.0;1.0;0.0;DF;2128.0;39.0;128.0;5300108.0;0.0;46.0
53001354;2016;12.0;3.0;8.0;1.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;0.0;0.0;1.0;1.0;1.0;0.0;0.0;800.0;1.0;1.0;1.0;81.0;0.0;1.0;95.0;0.0;1.0;Brasília;214.0;1.0;1.0;0.0;1.0;0.0;20.0;1.0;832.0;1.0;0.0;DF;1632.0;37.0;131.0;5300108.0;0.0;44.0
53001354;2017;14.0;6.0;7.0;1.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;1.0;0.0;1.0;1.0;1.0;0.0;0.0;460.0;1.0;1.0;1.0;78.0;0.0;1.0;95.0;0.0;1.0;Brasília;203.0;1.0;1.0;0.0;1.0;0.0;70.0;1.0;692.0;1.0;0.0;DF;1152.0;36.0;118.0;5300108.0;0.0;42.0
53001354;2018;114.0;29.0;46.0;39.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;1.0;0.0;1.0;1.0;1.0;0.0;0.0;726.0;1.0;1.0;0.0;83.0;0.0;1.0;94.0;0.0;1.0;Brasília;204.0;1.0;1.0;0.0;1.0;0.0;70.0;1.0;845.0;1.0;0.0;DF;1571.0;39.0;125.0;5300108.0;0.0;44.0
53001354;2019;104.0;30.0;41.0;33.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1262.0;1.0;1.0;0.0;90.0;1.0;1.0;90.0;1.0;1.0;Brasília;195.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1336.0;1.0;0.0;DF;2598.0;43.0;116.0;5300108.0;1.0;47.0
53001354;2020;0.0;0.0;0.0;0.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1274.0;1.0;1.0;0.0;90.0;1.0;1.0;88.0;1.0;1.0;Brasília;192.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1366.0;1.0;0.0;DF;2640.0;43.0;117.0;5300108.0;1.0;47.0
53001354;2021;68.0;20.0;20.0;28.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1345.0;1.0;1.0;0.0;93.0;1.0;1.0;75.0;1.0;1.0;Brasília;177.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1493.0;1.0;0.0;DF;2838.0;45.0;109.0;5300108.0;1.0;48.0
53001354;2022;65.0;23.0;23.0;19.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1401.0;1.0;1.0;0.0;94.0;1.0;1.0;75.0;1.0;1.0;Brasília;159.0;1.0;1.0;1.0;1.0;0.0;;1.0;1441.0;1.0;0.0;DF;2842.0;46.0;102.0;5300108.0;1.0;48.0
53001354;2023;62.0;17.0;25.0;20.0;COL MILITAR DE BRASILIA;DF;BRASILIA;1720;946;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1443.0;1.0;1.0;0.0;92.0;1.0;1.0;69.0;1.0;1.0;Brasília;166.0;1.0;1.0;1.0;1.0;0.0;;1.0;1422.0;1.0;0.0;DF;2865.0;45.0;111.0;5300108.0;1.0;47.0
33124361;2010;67.0;19.0;21.0;27.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;0.0;0.0;1.0;0.0;1.0;0.0;0.0;989.0;0.0;1.0;1.0;64.0;0.0;1.0;55.0;0.0;1.0;Rio de Janeiro;137.0;1.0;1.0;0.0;1.0;0.0;37.0;1.0;907.0;1.0;0.0;RJ;1896.0;33.0;83.0;3304557.0;0.0;31.0
33124361;2011;69.0;21.0;22.0;26.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;0.0;0.0;993.0;1.0;1.0;1.0;64.0;0.0;1.0;53.0;0.0;1.0;Rio de Janeiro;129.0;1.0;1.0;0.0;1.0;0.0;25.0;1.0;862.0;1.0;0.0;RJ;1855.0;33.0;77.0;3304557.0;0.0;31.0
33124361;2012;54.0;20.0;14.0;20.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;0.0;0.0;902.0;1.0;1.0;1.0;63.0;0.0;1.0;69.0;0.0;1.0;Rio de Janeiro;147.0;1.0;1.0;0.0;1.0;0.0;12.0;1.0;937.0;1.0;0.0;RJ;1839.0;33.0;79.0;3304557.0;0.0;30.0
33124361;2013;55.0;15.0;21.0;19.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1004.0;1.0;1.0;1.0;64.0;0.0;1.0;62.0;0.0;1.0;Rio de Janeiro;122.0;1.0;1.0;0.0;1.0;0.0;20.0;1.0;960.0;1.0;0.0;RJ;1964.0;33.0;71.0;3304557.0;0.0;31.0
33124361;2014;64.0;15.0;27.0;22.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;0.0;0.0;999.0;1.0;1.0;1.0;63.0;0.0;1.0;72.0;0.0;1.0;Rio de Janeiro;159.0;1.0;1.0;0.0;1.0;0.0;15.0;1.0;977.0;1.0;0.0;RJ;1976.0;32.0;91.0;3304557.0;0.0;31.0
33124361;2015;71.0;20.0;25.0;26.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;0.0;0.0;944.0;1.0;1.0;1.0;62.0;0.0;1.0;79.0;0.0;1.0;Rio de Janeiro;164.0;1.0;1.0;0.0;1.0;0.0;20.0;1.0;702.0;1.0;0.0;RJ;1646.0;32.0;91.0;3304557.0;0.0;30.0
33124361;2016;12.0;4.0;2.0;6.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;0.0;0.0;672.0;1.0;1.0;1.0;60.0;0.0;1.0;69.0;0.0;0.0;Rio de Janeiro;156.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;454.0;1.0;0.0;RJ;1126.0;30.0;93.0;3304557.0;0.0;30.0
33124361;2017;11.0;6.0;4.0;1.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;0.0;0.0;521.0;1.0;1.0;1.0;56.0;0.0;1.0;68.0;0.0;0.0;Rio de Janeiro;151.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;716.0;1.0;0.0;RJ;1237.0;27.0;94.0;3304557.0;0.0;29.0
33124361;2018;71.0;20.0;27.0;24.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;0.0;0.0;623.0;1.0;1.0;1.0;57.0;0.0;1.0;12.0;0.0;0.0;Rio de Janeiro;24.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;705.0;1.0;0.0;RJ;1328.0;28.0;13.0;3304557.0;0.0;29.0
33124361;2019;76.0;17.0;25.0;34.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;9.0;1.0;845.0;1.0;1.0;1.0;57.0;0.0;1.0;68.0;1.0;1.0;Rio de Janeiro;139.0;1.0;1.0;9.0;1.0;0.0;0.0;1.0;754.0;1.0;0.0;RJ;1599.0;28.0;92.0;3304557.0;1.0;29.0
33124361;2020;0.0;0.0;0.0;0.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;0.0;1.0;862.0;1.0;1.0;1.0;57.0;0.0;1.0;69.0;1.0;1.0;Rio de Janeiro;148.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;664.0;1.0;0.0;RJ;1526.0;30.0;82.0;3304557.0;1.0;27.0
33124361;2021;70.0;20.0;25.0;25.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;1.0;1.0;896.0;1.0;1.0;1.0;63.0;0.0;1.0;69.0;1.0;1.0;Rio de Janeiro;146.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;859.0;1.0;0.0;RJ;1755.0;34.0;79.0;3304557.0;1.0;29.0
33124361;2022;63.0;17.0;23.0;23.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;0.0;1.0;1.0;1.0;720.0;1.0;1.0;1.0;55.0;1.0;1.0;28.0;1.0;1.0;Rio de Janeiro;46.0;1.0;1.0;1.0;1.0;0.0;;1.0;852.0;1.0;0.0;RJ;1572.0;26.0;19.0;3304557.0;1.0;29.0
33124361;2023;53.0;15.0;21.0;17.0;COLEGIO MILITAR DO RIO DE JANEIRO;RJ;RIO DE JANEIRO;1515;736;1.0;0.0;1.0;1.0;1.0;1.0;1.0;870.0;1.0;1.0;1.0;59.0;1.0;1.0;92.0;1.0;1.0;Rio de Janeiro;171.0;1.0;1.0;1.0;1.0;0.0;;1.0;807.0;1.0;0.0;RJ;1677.0;30.0;99.0;3304557.0;1.0;29.0
43105009;2010;26.0;12.0;4.0;10.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;0.0;0.0;1.0;0.0;1.0;0.0;0.0;622.0;0.0;1.0;1.0;37.0;0.0;1.0;47.0;0.0;1.0;Porto Alegre;91.0;1.0;1.0;0.0;1.0;0.0;15.0;1.0;472.0;1.0;0.0;RS;1094.0;21.0;48.0;4314902.0;0.0;16.0
43105009;2011;31.0;11.0;10.0;10.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;0.0;0.0;1.0;0.0;1.0;0.0;0.0;648.0;0.0;1.0;1.0;37.0;0.0;1.0;59.0;0.0;1.0;Porto Alegre;100.0;1.0;1.0;0.0;1.0;0.0;50.0;1.0;481.0;1.0;0.0;RS;1129.0;21.0;58.0;4314902.0;0.0;16.0
43105009;2012;29.0;12.0;12.0;5.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;0.0;0.0;604.0;0.0;1.0;1.0;35.0;0.0;1.0;52.0;0.0;1.0;Porto Alegre;100.0;1.0;1.0;0.0;1.0;0.0;50.0;1.0;491.0;1.0;0.0;RS;1095.0;19.0;50.0;4314902.0;0.0;16.0
43105009;2013;33.0;10.0;15.0;8.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;0.0;0.0;581.0;0.0;1.0;1.0;36.0;0.0;1.0;54.0;0.0;1.0;Porto Alegre;104.0;1.0;1.0;0.0;1.0;0.0;50.0;1.0;477.0;1.0;0.0;RS;1058.0;20.0;52.0;4314902.0;0.0;16.0
43105009;2014;40.0;11.0;14.0;15.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;0.0;0.0;541.0;0.0;1.0;1.0;36.0;0.0;1.0;62.0;0.0;1.0;Porto Alegre;114.0;1.0;1.0;0.0;1.0;0.0;80.0;1.0;525.0;1.0;0.0;RS;1066.0;19.0;62.0;4314902.0;0.0;17.0
43105009;2015;40.0;12.0;12.0;16.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;0.0;0.0;492.0;1.0;1.0;1.0;36.0;0.0;1.0;57.0;0.0;1.0;Porto Alegre;107.0;1.0;1.0;0.0;1.0;0.0;30.0;1.0;518.0;1.0;0.0;RS;1010.0;19.0;61.0;4314902.0;0.0;17.0
43105009;2016;14.0;6.0;4.0;4.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;0.0;0.0;509.0;1.0;1.0;1.0;35.0;0.0;1.0;55.0;0.0;1.0;Porto Alegre;110.0;1.0;1.0;0.0;1.0;0.0;201.0;1.0;525.0;1.0;0.0;RS;1034.0;18.0;59.0;4314902.0;0.0;17.0
43105009;2017;11.0;4.0;5.0;2.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;0.0;0.0;516.0;1.0;1.0;1.0;35.0;0.0;1.0;53.0;0.0;1.0;Porto Alegre;106.0;1.0;1.0;0.0;1.0;0.0;100.0;1.0;478.0;1.0;0.0;RS;994.0;18.0;56.0;4314902.0;0.0;17.0
43105009;2018;54.0;16.0;22.0;16.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;0.0;0.0;449.0;1.0;1.0;1.0;33.0;0.0;1.0;53.0;0.0;1.0;Porto Alegre;109.0;1.0;1.0;0.0;1.0;0.0;100.0;1.0;417.0;1.0;0.0;RS;866.0;17.0;60.0;4314902.0;0.0;16.0
43105009;2019;45.0;16.0;14.0;15.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;1.0;0.0;475.0;1.0;1.0;1.0;32.0;1.0;1.0;38.0;1.0;1.0;Porto Alegre;42.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;409.0;1.0;0.0;RS;884.0;17.0;6.0;4314902.0;1.0;15.0
43105009;2020;0.0;0.0;0.0;0.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;1.0;0.0;483.0;1.0;1.0;1.0;33.0;1.0;1.0;55.0;1.0;1.0;Porto Alegre;108.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;450.0;1.0;0.0;RS;933.0;17.0;66.0;4314902.0;1.0;16.0
43105009;2021;45.0;12.0;15.0;18.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;1.0;0.0;464.0;1.0;1.0;1.0;40.0;1.0;1.0;52.0;1.0;1.0;Porto Alegre;102.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;437.0;1.0;0.0;RS;901.0;20.0;68.0;4314902.0;1.0;20.0
43105009;2022;44.0;13.0;12.0;19.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;0.0;1.0;1.0;0.0;477.0;1.0;1.0;1.0;32.0;1.0;1.0;29.0;1.0;1.0;Porto Alegre;64.0;1.0;1.0;1.0;1.0;1.0;;1.0;400.0;1.0;0.0;RS;877.0;17.0;37.0;4314902.0;1.0;15.0
43105009;2023;30.0;11.0;13.0;6.0;COLEGIO MILITAR DE PORTO ALEGRE;RS;PORTO ALEGRE;945;442;1.0;0.0;1.0;1.0;1.0;1.0;0.0;505.0;1.0;1.0;1.0;32.0;1.0;1.0;45.0;1.0;1.0;Porto Alegre;81.0;1.0;1.0;1.0;1.0;1.0;;1.0;408.0;1.0;0.0;RS;913.0;17.0;50.0;4314902.0;1.0;15.0
23210710;2010;41.0;11.0;13.0;17.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;0.0;1.0;0.0;0.0;522.0;0.0;1.0;1.0;32.0;0.0;1.0;44.0;0.0;1.0;Fortaleza;89.0;1.0;1.0;0.0;1.0;0.0;56.0;1.0;412.0;1.0;0.0;CE;934.0;18.0;46.0;2304400.0;0.0;14.0
23210710;2011;34.0;12.0;11.0;11.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;0.0;1.0;0.0;0.0;507.0;1.0;1.0;1.0;32.0;0.0;1.0;49.0;0.0;1.0;Fortaleza;95.0;1.0;1.0;0.0;1.0;0.0;56.0;1.0;399.0;1.0;0.0;CE;906.0;18.0;49.0;2304400.0;0.0;14.0
23210710;2012;33.0;11.0;14.0;8.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;0.0;1.0;0.0;0.0;494.0;1.0;1.0;1.0;30.0;0.0;1.0;49.0;0.0;1.0;Fortaleza;95.0;1.0;1.0;0.0;1.0;0.0;79.0;1.0;358.0;1.0;0.0;CE;852.0;17.0;48.0;2304400.0;0.0;13.0
23210710;2013;37.0;12.0;11.0;14.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;0.0;1.0;0.0;0.0;479.0;1.0;1.0;1.0;30.0;0.0;1.0;46.0;0.0;1.0;Fortaleza;88.0;1.0;1.0;0.0;1.0;0.0;25.0;1.0;410.0;1.0;0.0;CE;889.0;17.0;49.0;2304400.0;0.0;13.0
23210710;2014;37.0;11.0;13.0;13.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;0.0;1.0;0.0;0.0;478.0;1.0;1.0;1.0;32.0;0.0;1.0;45.0;0.0;1.0;Fortaleza;86.0;1.0;1.0;0.0;1.0;0.0;25.0;1.0;451.0;1.0;0.0;CE;929.0;18.0;46.0;2304400.0;0.0;14.0
23210710;2015;37.0;12.0;13.0;12.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;0.0;1.0;0.0;0.0;483.0;1.0;1.0;1.0;32.0;0.0;1.0;44.0;0.0;1.0;Fortaleza;84.0;1.0;1.0;0.0;1.0;0.0;20.0;1.0;425.0;1.0;0.0;CE;908.0;17.0;46.0;2304400.0;0.0;15.0
23210710;2016;8.0;3.0;4.0;1.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;1.0;1.0;0.0;0.0;429.0;1.0;1.0;1.0;31.0;0.0;1.0;40.0;0.0;1.0;Fortaleza;79.0;1.0;1.0;0.0;1.0;0.0;40.0;1.0;399.0;1.0;0.0;CE;828.0;16.0;46.0;2304400.0;0.0;15.0
23210710;2017;5.0;0.0;5.0;0.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;1.0;1.0;0.0;0.0;423.0;1.0;1.0;1.0;29.0;0.0;1.0;43.0;0.0;1.0;Fortaleza;81.0;1.0;1.0;0.0;1.0;0.0;32.0;1.0;361.0;1.0;0.0;CE;784.0;16.0;45.0;2304400.0;0.0;13.0
23210710;2018;36.0;16.0;18.0;2.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;1.0;1.0;0.0;0.0;411.0;1.0;1.0;1.0;29.0;0.0;1.0;49.0;0.0;1.0;Fortaleza;85.0;1.0;1.0;0.0;1.0;0.0;32.0;1.0;355.0;1.0;0.0;CE;766.0;16.0;49.0;2304400.0;0.0;13.0
23210710;2019;31.0;14.0;13.0;4.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;1.0;1.0;1.0;0.0;425.0;1.0;1.0;1.0;31.0;1.0;1.0;43.0;1.0;1.0;Fortaleza;86.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;354.0;1.0;0.0;CE;779.0;16.0;50.0;2304400.0;1.0;15.0
23210710;2020;0.0;0.0;0.0;0.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;1.0;1.0;0.0;0.0;442.0;1.0;1.0;0.0;29.0;1.0;1.0;40.0;1.0;1.0;Fortaleza;84.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;368.0;1.0;0.0;CE;810.0;15.0;49.0;2304400.0;1.0;14.0
23210710;2021;28.0;12.0;12.0;4.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;1.0;1.0;1.0;0.0;459.0;1.0;1.0;1.0;29.0;1.0;1.0;38.0;1.0;1.0;Fortaleza;79.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;401.0;1.0;0.0;CE;860.0;15.0;47.0;2304400.0;1.0;14.0
23210710;2022;33.0;12.0;11.0;10.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;1.0;1.0;1.0;0.0;461.0;1.0;1.0;1.0;31.0;1.0;1.0;38.0;1.0;1.0;Fortaleza;76.0;1.0;1.0;1.0;1.0;1.0;;1.0;421.0;1.0;0.0;CE;882.0;16.0;44.0;2304400.0;1.0;15.0
23210710;2023;34.0;12.0;13.0;9.0;MILITAR DE FORTALEZA COLEGIO;CE;FORTALEZA;827;394;1.0;0.0;1.0;1.0;1.0;1.0;0.0;460.0;1.0;1.0;1.0;31.0;1.0;1.0;36.0;1.0;1.0;Fortaleza;71.0;1.0;1.0;1.0;1.0;1.0;;1.0;407.0;1.0;0.0;CE;867.0;16.0;41.0;2304400.0;1.0;15.0
41131215;2010;31.0;11.0;12.0;8.0;MILITAR DE CURITIBA COL;PR;CURITIBA;785;390;1.0;0.0;1.0;0.0;1.0;0.0;0.0;494.0;0.0;1.0;1.0;27.0;0.0;1.0;50.0;0.0;1.0;Curitiba;99.0;1.0;1.0;0.0;1.0;0.0;20.0;1.0;413.0;1.0;0.0;PR;907.0;15.0;50.0;4106902.0;0.0;12.0
41131215;2011;39.0;14.0;17.0;8.0;MILITAR DE CURITIBA COL;PR;CURITIBA;785;390;0.0;0.0;1.0;0.0;1.0;0.0;0.0;461.0;1.0;1.0;1.0;27.0;0.0;1.0;47.0;0.0;1.0;Curitiba;98.0;1.0;1.0;0.0;1.0;0.0;61.0;1.0;418.0;0.0;0.0;PR;879.0;14.0;52.0;4106902.0;0.0;13.0
41131215;2012;27.0;10.0;9.0;8.0;MILITAR DE CURITIBA COL;PR;CURITIBA;785;390;0.0;0.0;1.0;0.0;1.0;0.0;0.0;474.0;1.0;1.0;1.0;30.0;0.0;1.0;45.0;0.0;1.0;Curitiba;97.0;1.0;1.0;0.0;1.0;0.0;21.0;1.0;412.0;0.0;0.0;PR;886.0;16.0;53.0;4106902.0;0.0;14.0
41131215;2013;30.0;9.0;12.0;9.0;MILITAR DE CURITIBA COL;PR;CURITIBA;785;390;1.0;0.0;1.0;0.0;1.0;0.0;0.0;473.0;1.0;1.0;1.0;30.0;0.0;1.0;46.0;0.0;1.0;Curitiba;98.0;0.0;1.0;0.0;1.0;0.0;5.0;1.0;442.0;0.0;0.0;PR;915.0;16.0;53.0;4106902.0;0.0;14.0
41131215;2014;42.0;11.0;13.0;18.0;MILITAR DE CURITIBA COL;PR;CURITIBA;785;390;1.0;0.0;1.0;0.0;1.0;0.0;0.0;489.0;1.0;1.0;1.0;30.0;0.0;1.0;47.0;0.0;1.0;Curitiba;97.0;1.0;1.0;0.0;1.0;0.0;8.0;1.0;428.0;0.0;0.0;PR;917.0;16.0;52.0;4106902.0;0.0;14.0
41131215;2015;35.0;10.0;14.0;11.0;MILITAR DE CURITIBA COL;PR;CURITIBA;785;390;1.0;0.0;1.0;0.0;1.0;0.0;0.0;439.0;1.0;1.0;1.0;30.0;0.0;1.0;54.0;0.0;1.0;Curitiba;106.0;1.0;1.0;0.0;1.0;0.0;85.0;1.0;440.0;1.0;0.0;PR;879.0;15.0;57.0;4106902.0;0.0;15.0
41131215;2016;13.0;8.0;3.0;2.0;MILITAR DE CURITIBA COL;PR;CURITIBA;785;390;1.0;0.0;1.0;0.0;1.0;0.0;0.0;456.0;1.0;1.0;1.0;30.0;0.0;1.0;59.0;0.0;1.0;Curitiba;120.0;1.0;1.0;0.0;1.0;0.0;34.0;1.0;416.0;1.0;0.0;PR;872.0;16.0;63.0;4106902.0;0.0;14.0
